indekss,iela,ielas numurs,novads,pilsēta,pagasts,ciems
LV-4601,J. Tiņanova iela,46A,,Rēzekne,,
LV-4601,J. Tiņanova iela,47,,Rēzekne,,
LV-4601,J. Tiņanova iela,47A,,Rēzekne,,
LV-4601,J. Tiņanova iela,47C,,Rēzekne,,
LV-4601,J. Tiņanova iela,48,,Rēzekne,,
LV-4601,J. Tiņanova iela,48A,,Rēzekne,,
LV-4601,J. Tiņanova iela,48B,,Rēzekne,,
LV-4601,J. Tiņanova iela,49,,Rēzekne,,
LV-4601,J. Tiņanova iela,49A,,Rēzekne,,
LV-4601,J. Tiņanova iela,49B,,Rēzekne,,
LV-4601,J. Tiņanova iela,50,,Rēzekne,,
LV-4601,J. Tiņanova iela,50A,,Rēzekne,,
LV-4601,J. Tiņanova iela,50B,,Rēzekne,,
LV-4601,J. Tiņanova iela,51,,Rēzekne,,
LV-4601,J. Tiņanova iela,51A,,Rēzekne,,
LV-4601,J. Tiņanova iela,51B,,Rēzekne,,
LV-4601,J. Tiņanova iela,51C,,Rēzekne,,
LV-4601,J. Tiņanova iela,51G,,Rēzekne,,
LV-4601,J. Tiņanova iela,52,,Rēzekne,,
LV-4601,J. Tiņanova iela,52A,,Rēzekne,,
LV-4601,J. Tiņanova iela,52B,,Rēzekne,,
LV-4601,J. Tiņanova iela,54,,Rēzekne,,
LV-4601,J. Tiņanova iela,55,,Rēzekne,,
LV-4601,J. Tiņanova iela,60,,Rēzekne,,
LV-4601,J. Tiņanova iela,61,,Rēzekne,,
LV-4601,J. Tiņanova iela,61 k-2,,Rēzekne,,
LV-4601,J. Tiņanova iela,62,,Rēzekne,,
LV-4601,J. Tiņanova iela,63,,Rēzekne,,
LV-4601,J. Tiņanova iela,64,,Rēzekne,,
LV-4601,J. Tiņanova iela,64A,,Rēzekne,,
LV-4601,J. Tiņanova iela,65,,Rēzekne,,
LV-4601,J. Tiņanova iela,66,,Rēzekne,,
LV-4601,J. Tiņanova iela,66A,,Rēzekne,,
LV-4601,J. Tiņanova iela,67,,Rēzekne,,
LV-4601,J. Tiņanova iela,68,,Rēzekne,,
LV-4601,J. Tiņanova iela,68A,,Rēzekne,,
LV-4601,J. Tiņanova iela,70,,Rēzekne,,
LV-4601,J. Tiņanova iela,70A,,Rēzekne,,
LV-4601,J. Tiņanova iela,72,,Rēzekne,,
LV-4601,J. Tiņanova iela,72A,,Rēzekne,,
LV-4601,J. Tiņanova iela,73,,Rēzekne,,
LV-4601,J. Tiņanova iela,74,,Rēzekne,,
LV-4601,J. Tiņanova iela,74A,,Rēzekne,,
LV-4601,J. Tiņanova iela,76,,Rēzekne,,
LV-4601,J. Tiņanova iela,88,,Rēzekne,,
LV-4601,Jaunjelgavas iela,1A,,Rēzekne,,
LV-4601,Jaunjelgavas iela,3,,Rēzekne,,
LV-4601,Jaunjelgavas iela,4,,Rēzekne,,
LV-4601,Jaunjelgavas iela,5,,Rēzekne,,
LV-4601,Jaunjelgavas iela,6,,Rēzekne,,
LV-4601,Jaunjelgavas iela,7,,Rēzekne,,
LV-4601,Jaunjelgavas iela,8,,Rēzekne,,
LV-4601,Jaunjelgavas iela,8A,,Rēzekne,,
LV-4601,Jaunjelgavas iela,9,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,2,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,3,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,4,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,5,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,6,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,7,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,8,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,9,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,10,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,11,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,13,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,14,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,15,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,15A,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,16,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,17,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,17A,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,17B,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,18,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,19,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,20,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,21,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,22,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,23,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,24,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,25,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,26,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,27,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,28,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,29,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,30,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,31,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,32,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,33,,Rēzekne,,
LV-4601,Jaunpleikšņu iela,35,,Rēzekne,,
LV-4601,Jaunprojekta iela,1A,,Rēzekne,,
LV-4601,Jaunprojekta iela,3,,Rēzekne,,
LV-4601,Jaunprojekta iela,4,,Rēzekne,,
LV-4601,Jaunprojekta iela,5,,Rēzekne,,
LV-4601,Jaunprojekta iela,6,,Rēzekne,,
LV-4601,Jaunprojekta iela,7,,Rēzekne,,
LV-4601,Jaunprojekta iela,8,,Rēzekne,,
LV-4601,Jaunprojekta iela,9,,Rēzekne,,
LV-4601,Jaunprojekta iela,9A,,Rēzekne,,
LV-4601,Jaunprojekta iela,10,,Rēzekne,,
LV-4601,Jaunprojekta iela,11,,Rēzekne,,
LV-4601,Jaunupes iela,1,,Rēzekne,,
LV-4601,Jaunupes iela,2,,Rēzekne,,
LV-4601,Jaunupes iela,3,,Rēzekne,,
LV-4601,Jaunupes iela,4,,Rēzekne,,
LV-4601,Jaunupes iela,5,,Rēzekne,,
LV-4601,Jaunupes iela,6,,Rēzekne,,
LV-4601,Jaunupes iela,7,,Rēzekne,,
LV-4601,Jaunupes iela,8,,Rēzekne,,
LV-4601,Jaunupes iela,9,,Rēzekne,,
LV-4601,Jaunupes iela,10,,Rēzekne,,
LV-4601,Jaunupes iela,11,,Rēzekne,,
LV-4601,Jaunupes iela,12,,Rēzekne,,
LV-4601,Jaunupes iela,13,,Rēzekne,,
LV-4601,Jaunupes iela,14,,Rēzekne,,
LV-4601,Jaunupes iela,15,,Rēzekne,,
LV-4601,Jaunupes iela,16,,Rēzekne,,
LV-4601,Jaunupes iela,17,,Rēzekne,,
LV-4601,Jaunupes iela,18,,Rēzekne,,
LV-4601,Jelgavas iela,3,,Rēzekne,,
LV-4601,Jelgavas iela,5,,Rēzekne,,
LV-4601,Jelgavas iela,7,,Rēzekne,,
LV-4601,Jelgavas iela,8,,Rēzekne,,
LV-4601,Jelgavas iela,9,,Rēzekne,,
LV-4601,Jelgavas iela,11,,Rēzekne,,
LV-4601,Jelgavas iela,12A,,Rēzekne,,
LV-4601,Jelgavas iela,12B,,Rēzekne,,
LV-4601,Jelgavas iela,12V,,Rēzekne,,
LV-4601,Jelgavas iela,14,,Rēzekne,,
LV-4601,Jelgavas iela,14A,,Rēzekne,,
LV-4601,Jelgavas iela,15,,Rēzekne,,
LV-4601,Jelgavas iela,16G,,Rēzekne,,
LV-4601,Jelgavas iela,17,,Rēzekne,,
LV-4601,Jelgavas iela,18,,Rēzekne,,
LV-4601,Jelgavas iela,18A,,Rēzekne,,
LV-4601,Jelgavas iela,18D,,Rēzekne,,
LV-4601,Jelgavas iela,19,,Rēzekne,,
LV-4601,Jelgavas iela,20,,Rēzekne,,
LV-4601,Jelgavas iela,21,,Rēzekne,,
LV-4601,Jelgavas iela,22,,Rēzekne,,
LV-4601,Jelgavas iela,23,,Rēzekne,,
LV-4601,Jelgavas iela,24,,Rēzekne,,
LV-4601,Jelgavas iela,25,,Rēzekne,,
LV-4601,Jelgavas iela,26,,Rēzekne,,
LV-4601,Jelgavas iela,26B,,Rēzekne,,
LV-4601,Jelgavas iela,27,,Rēzekne,,
LV-4601,Jelgavas iela,29,,Rēzekne,,
LV-4601,Jelgavas iela,31,,Rēzekne,,
LV-4601,Jelgavas iela,31A,,Rēzekne,,
LV-4601,Jelgavas iela,33,,Rēzekne,,
LV-4601,Jelgavas iela,35,,Rēzekne,,
LV-4601,Jelgavas iela,35A,,Rēzekne,,
LV-4601,Jelgavas iela,37,,Rēzekne,,
LV-4601,Jelgavas iela,37A,,Rēzekne,,
LV-4601,Jelgavas iela,38,,Rēzekne,,
LV-4601,Jelgavas iela,38A,,Rēzekne,,
LV-4601,Jupatovkas iela,1,,Rēzekne,,
LV-4601,Jupatovkas iela,1A,,Rēzekne,,
LV-4601,Jupatovkas iela,1B,,Rēzekne,,
LV-4601,Jupatovkas iela,1 k-1,,Rēzekne,,
LV-4601,Jupatovkas iela,1 k-2,,Rēzekne,,
LV-4601,Jupatovkas iela,3,,Rēzekne,,
LV-4601,Jupatovkas iela,3A,,Rēzekne,,
LV-4601,Jupatovkas iela,4,,Rēzekne,,
LV-4601,Jupatovkas iela,5,,Rēzekne,,
LV-4601,Jupatovkas iela,5A,,Rēzekne,,
LV-4601,Jupatovkas iela,7,,Rēzekne,,
LV-4601,Jupatovkas iela,8,,Rēzekne,,
LV-4601,Jupatovkas iela,8A,,Rēzekne,,
LV-4601,Jupatovkas iela,8B,,Rēzekne,,
LV-4601,Jupatovkas iela,9,,Rēzekne,,
LV-4601,Jupatovkas iela,9A,,Rēzekne,,
LV-4601,Jupatovkas iela,10,,Rēzekne,,
LV-4601,Jupatovkas iela,11,,Rēzekne,,
LV-4601,Jupatovkas iela,11D,,Rēzekne,,
LV-4601,Jupatovkas iela,11E,,Rēzekne,,
LV-4601,Jupatovkas iela,11V,,Rēzekne,,
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Staroščiki
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Tuči
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Šļahotska
LV-4601,Jupatovkas iela,11V,,Rēzekne,,
LV-4601,Jupatovkas iela,12,,Rēzekne,,
LV-4601,Jupatovkas iela,13,,Rēzekne,,
LV-4601,Jupatovkas iela,14,,Rēzekne,,
LV-4601,Jupatovkas iela,18,,Rēzekne,,
LV-4601,Jupatovkas iela,18A,,Rēzekne,,
LV-4601,Jupatovkas iela,18B,,Rēzekne,,
LV-4601,Jupatovkas iela,20,,Rēzekne,,
LV-4601,Jupatovkas iela,20A,,Rēzekne,,
LV-4601,Jupatovkas iela,22,,Rēzekne,,
LV-4601,Kalna iela,20,,Rēzekne,,
LV-4601,Kalna iela,22,,Rēzekne,,
LV-4601,Kalna iela,24,,Rēzekne,,
LV-4601,Kalna iela,26,,Rēzekne,,
LV-4601,Kalna iela,30,,Rēzekne,,
LV-4601,Kalna iela,32,,Rēzekne,,
LV-4601,Kalna iela,38,,Rēzekne,,
LV-4601,Kalna iela,40,,Rēzekne,,
LV-4601,Kalna iela,42,,Rēzekne,,
LV-4601,Kalēju iela,1B,,Rēzekne,,
LV-4601,Kalēju iela,2A,,Rēzekne,,
LV-4601,Kalēju iela,3,,Rēzekne,,
LV-4601,Kalēju iela,4,,Rēzekne,,
LV-4601,Kalēju iela,4A,,Rēzekne,,
LV-4601,Kalēju iela,5,,Rēzekne,,
LV-4601,Kalēju iela,7,,Rēzekne,,
LV-4601,Kalēju iela,9,,Rēzekne,,
LV-4601,Kalēju iela,10,,Rēzekne,,
LV-4601,Kaunatas iela,1,,Rēzekne,,
LV-4601,Kaunatas iela,2,,Rēzekne,,
LV-4601,Kaunatas iela,3,,Rēzekne,,
LV-4601,Kaunatas iela,4,,Rēzekne,,
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Račeva
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Slesarevka
LV-4601,Kaunatas iela,6,,Rēzekne,,
LV-4601,Kaunatas iela,7,,Rēzekne,,
LV-4601,Kaunatas iela,9,,Rēzekne,,
LV-4601,Kaunatas iela,10,,Rēzekne,,
LV-4601,Kaunatas iela,11,,Rēzekne,,
LV-4601,Kaunatas iela,12,,Rēzekne,,
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Pocelujevka
LV-4601,Kaunatas iela,14,,Rēzekne,,
LV-4601,Kaunatas iela,15,,Rēzekne,,
LV-4601,Kaunatas iela,16,,Rēzekne,,
LV-4601,Kaunatas iela,17,,Rēzekne,,
LV-4601,Kaunatas iela,18,,Rēzekne,,
LV-4601,Kaunatas iela,20,,Rēzekne,,
LV-4601,Kaunatas iela,27,,Rēzekne,,
LV-4601,Kaunatas iela,28,,Rēzekne,,
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Janopole
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Jupatovka
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Jusi
LV-4601,Kaunatas iela,21,,Rēzekne,,
LV-4601,Kaunatas iela,30,,Rēzekne,,
LV-4601,Kaunatas iela,32,,Rēzekne,,
LV-4601,Kaunatas iela,36,,Rēzekne,,
LV-4601,Kaunatas iela,38,,Rēzekne,,
LV-4601,,,Rēzeknes nov.,,Griškānu pag.,Čači
LV-4601,Kaunatas iela,42,,Rēzekne,,
LV-4601,Kaunatas iela,46,,Rēzekne,,
LV-4601,Kaunatas iela,52,,Rēzekne,,
LV-4601,Kaļķu iela,3,,Rēzekne,,
LV-4601,Kaļķu iela,4,,Rēzekne,,
LV-4601,Kaļķu iela,6,,Rēzekne,,
LV-4601,Kaļķu iela,10,,Rēzekne,,
LV-4601,Kaļķu iela,10A,,Rēzekne,,
LV-4601,Kaļķu iela,12,,Rēzekne,,
LV-4601,Kaļķu iela,12A,,Rēzekne,,
LV-4601,Kaļķu iela,14,,Rēzekne,,
LV-4601,Keramikas iela,3,,Rēzekne,,
LV-4601,Keramikas iela,5,,Rēzekne,,
LV-4601,Keramikas iela,6,,Rēzekne,,
LV-4601,Keramikas iela,8,,Rēzekne,,
LV-4601,Klusā iela,3,,Rēzekne,,
LV-4601,Klusā iela,4,,Rēzekne,,
LV-4601,Klusā iela,5,,Rēzekne,,
LV-4601,Klusā iela,6,,Rēzekne,,
LV-4601,Klusā iela,6A,,Rēzekne,,
LV-4601,Klusā iela,8,,Rēzekne,,
LV-4601,Klusā iela,9,,Rēzekne,,
LV-4601,Klusā iela,10,,Rēzekne,,
LV-4601,Klusā iela,10A,,Rēzekne,,
LV-4601,Klusā iela,10B,,Rēzekne,,
LV-4601,Klusā iela,11,,Rēzekne,,
LV-4601,Klusā iela,12,,Rēzekne,,
LV-4601,Klusā iela,12A,,Rēzekne,,
LV-4601,Klusā iela,12B,,Rēzekne,,
LV-4601,Klusā iela,13,,Rēzekne,,
LV-4601,Klusā iela,14,,Rēzekne,,
LV-4601,Klusā iela,15,,Rēzekne,,
LV-4601,Klusā iela,16,,Rēzekne,,
LV-4601,Klusā iela,17,,Rēzekne,,
LV-4601,Klusā iela,18,,Rēzekne,,
LV-4601,Klusā iela,19,,Rēzekne,,
LV-4601,Klusā iela,19/8,,Rēzekne,,
LV-4601,Klusā iela,20,,Rēzekne,,
LV-4601,Klusā iela,22,,Rēzekne,,
LV-4601,Koku iela,2,,Rēzekne,,
LV-4601,Koku iela,3,,Rēzekne,,
LV-4601,Koku iela,4,,Rēzekne,,
LV-4601,Koku iela,5,,Rēzekne,,
LV-4601,Koku iela,6,,Rēzekne,,
LV-4601,Koku iela,6A,,Rēzekne,,
LV-4601,Koku iela,7,,Rēzekne,,
LV-4601,Koku iela,8,,Rēzekne,,
LV-4601,Koku iela,9,,Rēzekne,,
LV-4601,Koku iela,10,,Rēzekne,,
LV-4601,Koku iela,12,,Rēzekne,,
LV-4601,Koku iela,14,,Rēzekne,,
LV-4601,Koku iela,16,,Rēzekne,,
LV-4601,Koku iela,17,,Rēzekne,,
LV-4601,Koku iela,18,,Rēzekne,,
LV-4601,Koku iela,22,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,1,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,3,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,4,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,5,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,7,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,9,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,11,,Rēzekne,,
LV-4601,Kooperatīva šķērsiela,13,,Rēzekne,,
LV-4601,Kr. Barona iela,3,,Rēzekne,,
LV-4601,Kr. Barona iela,5,,Rēzekne,,
LV-4601,Kr. Barona iela,7,,Rēzekne,,
LV-4601,Kr. Barona iela,8,,Rēzekne,,
LV-4601,Kr. Barona iela,9,,Rēzekne,,
LV-4601,Kr. Barona iela,10,,Rēzekne,,
LV-4601,Kr. Barona iela,11,,Rēzekne,,
LV-4601,Kr. Barona iela,12,,Rēzekne,,
LV-4601,Kr. Barona iela,12A,,Rēzekne,,
LV-4601,Kr. Barona iela,13,,Rēzekne,,
LV-4601,Kr. Barona iela,14,,Rēzekne,,
LV-4601,Kr. Barona iela,15,,Rēzekne,,
LV-4601,Kr. Barona iela,16,,Rēzekne,,
LV-4601,Kr. Barona iela,17,,Rēzekne,,
LV-4601,Kr. Barona iela,18,,Rēzekne,,
LV-4601,Kr. Barona iela,19,,Rēzekne,,
LV-4601,Kr. Barona iela,20,,Rēzekne,,
LV-4601,Kr. Barona iela,21,,Rēzekne,,
LV-4601,Kr. Barona iela,22,,Rēzekne,,
LV-4601,Kr. Barona iela,23,,Rēzekne,,
LV-4601,Kr. Barona iela,24,,Rēzekne,,
LV-4601,Kr. Barona iela,25,,Rēzekne,,
LV-4601,Kr. Barona iela,26,,Rēzekne,,
LV-4601,Kr. Barona iela,27,,Rēzekne,,
LV-4601,Kr. Barona iela,28,,Rēzekne,,
LV-4601,Kr. Barona iela,28A,,Rēzekne,,
LV-4601,Kr. Barona iela,29,,Rēzekne,,
LV-4601,Kr. Barona iela,30,,Rēzekne,,
LV-4601,Kr. Barona iela,31,,Rēzekne,,
LV-4601,Kr. Barona iela,32,,Rēzekne,,
LV-4601,Kr. Barona iela,33,,Rēzekne,,
LV-4601,Kr. Barona iela,34,,Rēzekne,,
LV-4601,Kr. Barona iela,35,,Rēzekne,,
LV-4601,Kr. Barona iela,36,,Rēzekne,,
LV-4601,Kr. Barona iela,37,,Rēzekne,,
LV-4601,Kr. Barona iela,38,,Rēzekne,,
LV-4601,Kr. Barona iela,39,,Rēzekne,,
LV-4601,Kr. Barona iela,40,,Rēzekne,,
LV-4601,Kr. Barona iela,41,,Rēzekne,,
LV-4601,Kr. Barona iela,42,,Rēzekne,,
LV-4601,Kr. Barona iela,43,,Rēzekne,,
LV-4601,Kr. Barona iela,44,,Rēzekne,,
LV-4601,Kr. Barona iela,44A,,Rēzekne,,
LV-4601,Kr. Barona iela,44B,,Rēzekne,,
LV-4601,Kr. Barona iela,45,,Rēzekne,,
LV-4601,Kr. Barona iela,46,,Rēzekne,,
LV-4601,Kr. Barona iela,47,,Rēzekne,,
LV-4601,Kr. Barona iela,48,,Rēzekne,,
LV-4601,Kr. Barona iela,49,,Rēzekne,,
LV-4601,Kr. Barona iela,50,,Rēzekne,,
LV-4601,Kr. Barona iela,51,,Rēzekne,,
LV-4601,Kr. Barona iela,52,,Rēzekne,,
LV-4601,Kr. Barona iela,53,,Rēzekne,,
LV-4601,Kr. Barona iela,54,,Rēzekne,,
LV-4601,Kr. Barona iela,55,,Rēzekne,,
LV-4601,Kr. Barona iela,57,,Rēzekne,,
LV-4601,Kr. Barona iela,58,,Rēzekne,,
LV-4601,Kr. Barona iela,59,,Rēzekne,,
LV-4601,Kr. Barona iela,60,,Rēzekne,,
LV-4601,Kr. Barona iela,62,,Rēzekne,,
LV-4601,Kr. Barona iela,62/87,,Rēzekne,,
LV-4601,Kr. Barona iela,65,,Rēzekne,,
LV-4601,Kr. Barona iela,67,,Rēzekne,,
LV-4601,Kr. Barona iela,68,,Rēzekne,,
LV-4601,Kr. Barona iela,69,,Rēzekne,,
LV-4601,Kr. Barona iela,70,,Rēzekne,,
LV-4601,Kr. Barona iela,71,,Rēzekne,,
LV-4601,Kr. Barona iela,72,,Rēzekne,,
LV-4601,Kr. Barona iela,73,,Rēzekne,,
LV-4601,Kr. Barona iela,74,,Rēzekne,,
LV-4601,Kr. Barona iela,77,,Rēzekne,,
LV-4601,Kr. Barona iela,79,,Rēzekne,,
LV-4601,Kr. Barona iela,80,,Rēzekne,,
LV-4601,Kr. Barona iela,81,,Rēzekne,,
LV-4601,Kr. Barona iela,82,,Rēzekne,,
LV-4601,Kr. Barona iela,83,,Rēzekne,,
LV-4601,Kr. Barona iela,84,,Rēzekne,,
LV-4601,Kr. Barona iela,86,,Rēzekne,,
LV-4601,Kr. Barona iela,87,,Rēzekne,,
LV-4601,Kr. Barona iela,88,,Rēzekne,,
LV-4601,Kr. Barona iela,89,,Rēzekne,,
LV-4601,Kr. Barona iela,91,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,1,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,1A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,1B,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,2,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,2A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,3,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,4,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,5,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,6,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,7,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,7A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,8,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,8A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,10,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,11A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,12,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,14,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,16,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,17,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,18,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,20,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,21,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,22,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,23A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,24,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,25,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,25B,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,26,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,26A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,27,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,27A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,29,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,31,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,31A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,32,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,33,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,34,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,37A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,38,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,38A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,39,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,40,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,41,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,42,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,43,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,44A,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,45,,Rēzekne,,
LV-4601,Kr. Valdemāra iela,46,,Rēzekne,,
LV-4601,Krasta iela,10,,Rēzekne,,
LV-4601,Krasta iela,12,,Rēzekne,,
LV-4601,Krasta iela,14,,Rēzekne,,
LV-4601,Krasta iela,16,,Rēzekne,,
LV-4601,Krasta iela,17/19,,Rēzekne,,
LV-4601,Krasta iela,31,,Rēzekne,,
LV-4601,Krasta iela,32,,Rēzekne,,
LV-4601,Krasta iela,34A,,Rēzekne,,
LV-4601,Krasta iela,35,,Rēzekne,,
LV-4601,Krasta iela,37,,Rēzekne,,
LV-4601,Krasta iela,39,,Rēzekne,,
LV-4601,Krasta iela,43/45,,Rēzekne,,
LV-4601,Krasta iela,47,,Rēzekne,,
LV-4601,Krasta iela,49,,Rēzekne,,
LV-4601,Krasta iela,51,,Rēzekne,,
LV-4601,Krasta iela,53,,Rēzekne,,
LV-4601,Krasta iela,55,,Rēzekne,,
LV-4601,Krasta iela,57,,Rēzekne,,
LV-4601,Krasta iela,57A,,Rēzekne,,
LV-4601,Krasta iela,59,,Rēzekne,,
LV-4601,Krasta iela,61,,Rēzekne,,
LV-4601,Krasta iela,63,,Rēzekne,,
LV-4601,Krasta iela,65,,Rēzekne,,
LV-4601,Krasta iela,65A,,Rēzekne,,
LV-4601,Krasta iela,67,,Rēzekne,,
LV-4601,Krasta iela,69,,Rēzekne,,
LV-4601,Krasta iela,69A,,Rēzekne,,
LV-4601,Krasta iela,69B,,Rēzekne,,
LV-4601,Krasta iela,71,,Rēzekne,,
LV-4601,Krasta iela,79,,Rēzekne,,
LV-4601,Krasta iela,81,,Rēzekne,,
LV-4601,Krasta iela,83,,Rēzekne,,
LV-4601,Krimuldas iela,1A,,Rēzekne,,
LV-4601,Krimuldas iela,3,,Rēzekne,,
LV-4601,Krimuldas iela,3A,,Rēzekne,,
LV-4601,Krimuldas iela,4,,Rēzekne,,
LV-4601,Krimuldas iela,6,,Rēzekne,,
LV-4601,Krimuldas iela,7,,Rēzekne,,
LV-4601,Krimuldas iela,8,,Rēzekne,,
LV-4601,Krimuldas iela,9,,Rēzekne,,
LV-4601,Krimuldas iela,10,,Rēzekne,,
LV-4601,Krimuldas iela,11,,Rēzekne,,
LV-4601,Krimuldas iela,12,,Rēzekne,,
LV-4601,Krimuldas iela,14,,Rēzekne,,
LV-4601,Krimuldas iela,16,,Rēzekne,,
LV-4601,Krimuldas iela,18,,Rēzekne,,
LV-4601,Krimuldas iela,20,,Rēzekne,,
LV-4601,Krimuldas iela,22,,Rēzekne,,
LV-4601,Krimuldas iela,24,,Rēzekne,,
LV-4601,Krimuldas iela,26,,Rēzekne,,
LV-4601,Krustpils iela,3,,Rēzekne,,
LV-4601,Krustpils iela,4,,Rēzekne,,
LV-4601,Krustpils iela,6,,Rēzekne,,
LV-4601,Krustpils iela,7,,Rēzekne,,
LV-4601,Krustpils iela,7A,,Rēzekne,,
LV-4601,Krustpils iela,7B,,Rēzekne,,
LV-4601,Krustpils iela,8,,Rēzekne,,
LV-4601,Krustpils iela,9,,Rēzekne,,
LV-4601,Krustpils iela,9A,,Rēzekne,,
LV-4601,Krustpils iela,10,,Rēzekne,,
LV-4601,Krustpils iela,10A,,Rēzekne,,
LV-4601,Krustpils iela,10B,,Rēzekne,,
LV-4601,Krustpils iela,11A,,Rēzekne,,
LV-4601,Krustpils iela,12,,Rēzekne,,
